Datasheets,Image,Digi-Key Part Number,Manufacturer Part Number,Manufacturer,Description,Quantity Available,Factory Stock,Unit Price (USD),@ qty,Minimum Quantity,"Series","Part Status","Sensor Type","Voltage - Supply","Coverage","Output Type","Mounting Type","Color","Operating Temperature","Manual Override"
-,//media.digikey.com/Photos/Thomas%20Research%20Products/LHMTS1-G-IV.jpg,1121-1258-ND,LHMTS1-G-IV,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
-,//media.digikey.com/Photos/Thomas%20Research%20Products/LHMTS1-G-LA.jpg,1121-1259-ND,LHMTS1-G-LA,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
-,//media.digikey.com/Photos/Thomas%20Research%20Products/LHMTS1-G-WH.jpg,1121-1260-ND,LHMTS1-G-WH,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LHMTD2-G-LA.jpg,1121-1261-ND,LHMTD2-G-LA,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1114A_LightHAWK2_LHMT.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LHMTD2-G-WH.jpg,1121-1262-ND,LHMTD2-G-WH,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
-,//media.digikey.com/Photos/Thomas%20Research%20Products/LHMTS1-N-WH.jpg,1121-1263-ND,LHMTS1-N-WH,Thomas Research Products,MULTI-TECHNOLOGY WALL SWITCH SEN,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared, Ultrasonic","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT2000.jpg,1121-1264-ND,OMNIDT2000,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","2000 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT2000QTI.jpg,1121-1265-ND,OMNIDT2000QTI,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","2000 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT2000RP.jpg,1121-1266-ND,OMNIDT2000RP,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","2000 Square Feet","Relay","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT2000RPQTI.jpg,1121-1267-ND,OMNIDT2000RPQTI,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","2000 Square Feet","Relay","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT1000.jpg,1121-1268-ND,OMNIDT1000,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","1000 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT1000RP.jpg,1121-1269-ND,OMNIDT1000RP,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","1000 Square Feet","Relay","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_Seres.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT500.jpg,1121-1270-ND,OMNIDT500,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","24V","500 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_US_Series.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIUS2000.jpg,1121-1292-ND,OMNIUS2000,Thomas Research Products,OMNI ULTRASONIC CEILING SENSOR,0,0,"Obsolete","0","50","Omni™","Obsolete","Ultrasonic","24V","2000 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_US_Series.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIUS2000RP.jpg,1121-1272-ND,OMNIUS2000RP,Thomas Research Products,OMNI ULTRASONIC CEILING SENSOR,0,0,"Obsolete","0","50","Omni™","Obsolete","Ultrasonic","24V","2000 Square Feet","Relay","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI_US_Series.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIUS500.jpg,1121-1273-ND,OMNIUS500,Thomas Research Products,OMNI ULTRASONIC CEILING SENSOR,0,0,"Obsolete","0","50","Omni™","Obsolete","Ultrasonic","24V","500 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI-IR.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIIRL.jpg,1121-1274-ND,OMNIIRL,Thomas Research Products,OMNI ULTRASONIC CEILING SENSOR,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared","24V","1500 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
//media.digikey.com/pdf/Data%20Sheets/Thomas%20Research%20Products/OMNI-IR.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIIRLQTI.jpg,1121-1275-ND,OMNIIRLQTI,Thomas Research Products,OMNI ULTRASONIC CEILING SENSOR,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared","24V","1500 Square Feet","Logic","Ceiling","White, Off","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1401a_omni_bp_dt_cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/OMNIDT2000BP1277.jpg,1121-1276-ND,OMNIDT2000BP1277,Thomas Research Products,INFRARED & ULTRASONIC CEILING SE,0,0,"Obsolete","0","50","Omni™","Obsolete","Passive Infrared, Ultrasonic","100/277VAC","2000 Square Feet","Relay","Ceiling","White, Off","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1501a_lightowl_dt_cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LODT.jpg,1121-1277-ND,LODT,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightOWL™","Obsolete","Passive Infrared, Ultrasonic","24V","1600 Square Feet","Logic","Ceiling, Wall","White, Off","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1501a_lightowl_dt_cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LODTRP.jpg,1121-1278-ND,LODTRP,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightOWL™","Obsolete","Passive Infrared, Ultrasonic","24V","1600 Square Feet","Relay","Ceiling, Wall","White, Off","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1502a_lightowl_ir_cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/LOIRWV.jpg,1121-1279-ND,LOIRWV,Thomas Research Products,PASSIVE INFRARED WALL SWITCH SEN,0,0,"Obsolete","0","50","LightOWL™","Obsolete","Passive Infrared","24V","1600 Square Feet","Logic","Ceiling, Wall","White, Off","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/2101A_HBA_Wasp2_Cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/WSPEM24V.jpg,1121-1282-ND,WSPEM24V,Thomas Research Products,SENSOR WITH DAYLIGHTING END MNT,0,0,"Obsolete","0","50","WASP2™","Obsolete","Passive Infrared","24V","1800 Square Feet","Logic","Junction Box","White","0°C ~ 65°C","No"
https://hubbellcdn.com/specsheet/2101A_HBA_Wasp2_Cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/WSPEMUNV.jpg,1121-1283-ND,WSPEMUNV,Thomas Research Products,SENSOR WITH DAYLIGHTING END MNT,0,0,"Obsolete","0","50","WASP2™","Obsolete","Passive Infrared","120/277/347VAC","1800 Square Feet","Relay","Junction Box","White","0°C ~ 65°C","No"
https://hubbellcdn.com/specsheet/2101A_HBA_Wasp2_Cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/WSPEMUNV2R.jpg,1121-1284-ND,WSPEMUNV2R,Thomas Research Products,SENSOR WITH DAYLIGHTING END MNT,0,0,"Obsolete","0","50","WASP2™","Obsolete","Passive Infrared","120/277/347VAC","1800 Square Feet","Relay","Junction Box","White","0°C ~ 65°C","No"
https://hubbellcdn.com/specsheet/2101A_HBA_Wasp2_Cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/WSPEMUNVLWO.jpg,1121-1285-ND,WSPEMUNVLWO,Thomas Research Products,SENSOR WITH DAYLIGHTING END MNT,0,0,"Obsolete","0","50","WASP2™","Obsolete","Passive Infrared","120/277/347VAC","1800 Square Feet","Relay","Junction Box","White","-40°C ~ 65°C","No"
https://hubbellcdn.com/specsheet/2101A_HBA_Wasp2_Cutsheet.pdf,//media.digikey.com/Photos/Thomas%20Research%20Products/WSPSM24V.jpg,1121-1288-ND,WSPSM24V,Thomas Research Products,SENSOR WITH DAYLIGHTING SURFACE,0,0,"Obsolete","0","50","WASP2™","Obsolete","Passive Infrared","24V","1800 Square Feet","Logic","Ceiling","White","0°C ~ 65°C","No"
https://hubbellcdn.com/specsheet/1107a_iwszpm_cutsheet.pdf,-,IWSZPMI-ND,IWSZPMI,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","1","-","Obsolete","Passive Infrared","120/277VAC","900 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 50°C","Yes"
https://hubbellcdn.com/specsheet/1107a_iwszpm_cutsheet.pdf,-,IWSZPMW-ND,IWSZPMW,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","1","-","Obsolete","Passive Infrared","120/277VAC","900 Square Feet","Relay","Wall Mount","White","0°C ~ 50°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-G-BK-ND,LHIRS1-G-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS1-G-LA-ND,LHIRS1-G-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-G-GY-ND,LHIRS0-G-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-G-IV-ND,LHIRS0-G-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-G-LA-ND,LHIRS0-G-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRS0-G-WH-ND,LHIRS0-G-WH,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-G-BK-ND,LHIRD2-G-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-G-GY-ND,LHIRD2-G-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-G-IV-ND,LHIRD2-G-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1118A_LightHAWK2_PIR.pdf,-,LHIRD2-G-LA-ND,LHIRD2-G-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-G-BK-ND,LHIRD0-G-BK,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-G-GY-ND,LHIRD0-G-GY,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-G-IV-ND,LHIRD0-G-IV,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-G-LA-ND,LHIRD0-G-LA,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/installationmanuals/1113B_LightHAWK2_Install.pdf,-,LHIRD0-G-WH-ND,LHIRD0-G-WH,Thomas Research Products,INFRARED WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Passive Infrared","120/277VAC","1000 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-G-BK-ND,LHUSS1-G-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-G-GY-ND,LHUSS1-G-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-G-IV-ND,LHUSS1-G-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-G-LA-ND,LHUSS1-G-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS1-G-WH-ND,LHUSS1-G-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-G-BK-ND,LHUSS0-G-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-G-GY-ND,LHUSS0-G-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-G-IV-ND,LHUSS0-G-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-G-LA-ND,LHUSS0-G-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSS0-G-WH-ND,LHUSS0-G-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","No"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-G-BK-ND,LHUSD2-G-BK,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Black","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-G-GY-ND,LHUSD2-G-GY,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Gray","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-G-IV-ND,LHUSD2-G-IV,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Ivory","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-G-LA-ND,LHUSD2-G-LA,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","Almond, Light","0°C ~ 40°C","Yes"
https://hubbellcdn.com/specsheet/1116A_LightHAWK2_LHUS.pdf,-,LHUSD2-G-WH-ND,LHUSD2-G-WH,Thomas Research Products,ULTRASONIC WALL SWITCH SENSOR,0,0,"Obsolete","0","50","LightHAWK2™","Obsolete","Ultrasonic","120/277VAC","400 Square Feet","Relay","Wall Mount","White","0°C ~ 40°C","Yes"
